Open,High,Low,Close
100.00334286251895,100.13701690056796,99.50742300295049,99.96581529403869
99.9174433685693,100.43536899326625,99.62524342151784,99.90283066560808
100.63465215410234,101.00770976636304,100.1118164416322,100.54594953820363
100.07219408018882,100.27365335532852,99.50550115977974,99.95767200833104
100.46543468694234,100.9956876278296,100.3540119251921,100.44770925853629
100.26256591747713,100.48228590476705,100.33349033792548,100.4320234327227
99.28865951594373,99.85331740031589,98.92183751369295,99.24793825965138
99.02461141261921,99.54521146626519,98.67934391150247,99.02628000927754
99.59691300647933,99.65093200274865,99.43697213782337,99.51394376545153
99.31534585815422,99.88959997643563,99.16921767230863,99.27022953779961
99.48118711978047,99.6906304102013,98.91389005523064,99.34377326421466
99.09108114871789,99.16007360424588,98.83967578244328,99.13410495446385
99.11243175609087,99.16114863549316,98.82369919206539,99.1836741508641
99.16753567374278,99.27304371133762,98.873667734547,99.19478363417387
99.49155144269085,99.71853240511284,99.10642861794076,99.55687375437097
100.21035388713585,100.66146779059119,100.00256070383519,100.30276649964824
99.69103794810131,100.06409131367788,99.57532249820328,99.79241191329707
98.89802874282235,99.12247122143188,98.87108939490824,98.9710576172384
98.37251044008785,98.78203980215343,98.35259848358601,98.33945397487092
98.29810787672177,98.53735822382963,98.24938648804667,98.17293030429275
98.83580083344849,99.03344068322991,98.43527490071008,98.85049829542025
99.05311434480241,98.98049024005441,98.47098215139643,98.8648810930907
99.30587970521456,99.29436211636471,99.05389796688614,99.35507503005188
99.61290790304194,99.89265305804055,99.15638670049256,99.61904701401612
99.62520580574518,99.68557659988545,99.51467127197431,99.54659153680844
98.87912660909956,98.82793815438168,98.31528780105798,98.84682745331693
99.89497891819974,100.42352862890914,99.35715138563411,99.9280654859105
100.07626619067538,100.26843168983356,99.63725623827312,100.09229197833679
99.08697844223596,99.2200160994551,98.59292888540294,99.1715625516828
98.94345456832353,99.28545321458193,98.7494949762593,98.96462518718573
99.01727468864568,99.39970643852926,99.00033607834325,99.06536275862929
98.67855926025027,98.93623188056377,98.30111595495158,98.67140949313291
98.26373093965252,98.93305059175898,98.15683852957532,98.3035160453091
98.74087378576962,98.94747440905479,98.41794164211039,98.75897703707646
98.64745372634493,98.68120755996952,98.3340154439773,98.65052754394578
97.73367102324019,97.91482148008069,97.11573488527189,97.68373443061176
97.79878403388187,98.05713766491746,97.56174328500998,97.90420187521602
97.94710492483973,98.15342378139094,97.89104268881556,97.9975838449607
97.51396432016291,97.81567082144372,97.22936341708353,97.65511002431883
98.70612848302983,99.00359442382259,98.03157686644842,98.63137835080333
98.66177366677087,98.87764840853534,98.24059989295904,98.65718740750924
99.82352596604659,100.32049872737586,99.62143158215663,99.80689631039039
100.02053465468467,100.3924588786932,99.71525793844943,100.16265232543397
99.5254885792007,99.9433943978279,99.33213345157466,99.47283142227236
100.05468770007049,100.58862685748795,99.77155671586287,100.0631948803559
100.53075473255387,100.85236681583358,100.27350229660045,100.40888042499998
100.87844357241185,101.09545583276798,100.58697120995676,100.97739492606652
101.27603227188841,101.48767798048428,101.04909179649302,101.10249967683006
102.32282475896504,102.54613582053508,102.17110198241271,102.35444946682418
102.44908069302711,102.99505582152514,102.39077869256673,102.39059189690373
102.29885411795529,102.29392299676239,102.08923371812938,102.34744424075537
102.20679109909264,102.16307034731028,101.58114753669115,102.05920388421636
101.6945083030448,102.10290532935518,101.41345985030291,101.759810688265
101.96748563530137,102.4186678977144,101.36051002293955,102.01949297582979
101.03067953878428,101.72220234988487,101.09049597289359,101.030151934122
101.46125888572664,101.3998956394055,101.2628517025052,101.33490719663155
101.18606716192268,101.70516312122389,100.6580787454548,101.20246201607937
100.46104747784901,100.75912778541802,100.07825148356905,100.54536917370436
99.53491924447613,99.60895566437459,99.31376795084446,99.42404692371194
99.09511525333286,99.40838099159306,98.63733356432452,99.00586725080595
99.24468725035864,99.64555070454628,99.11226135989551,99.33699749451495
98.47949583346339,98.97562012771621,98.40277282799957,98.55539771921279
98.16082646537309,98.37917467522954,98.09733718586651,98.16300296627891
98.26869969872425,98.5637770066583,97.88602993527314,98.36210403759634
98.57294516494044,99.06910331619486,98.51574972021034,98.62039243576601
98.4137944616024,98.92003789356797,98.10820022400475,98.42834234302764
98.2140877366576,98.44825220174914,97.90050870753642,98.29065612634844
98.17903235642231,98.31784260110047,97.82436367528746,98.2498634026055
98.43828069433113,98.60472280176079,97.93744167253004,98.40247502450165
98.39290395035064,98.31836739387577,97.9583658027586,98.31144651031855
98.00612007196987,98.42108470797028,97.84128981169484,98.09280985236457
97.44648248588052,97.74624999644075,97.48868300009471,97.51700504540166
97.44278613837227,97.63857204767939,97.32909791524334,97.39544093681623
97.88629762689638,97.87574216507964,97.23991481333259,97.7779698024964
97.35931711963131,97.83996460479311,96.80737998357749,97.30898189039735
97.34047956959701,97.4268597482655,96.90163869949328,97.424960225403
96.92951398951885,97.21887624246004,96.79565018156748,96.78746471721976
96.99582104287333,97.55546756610522,96.47863733003129,96.98620671067933
96.67915126860227,96.82382957747713,96.42578789577452,96.62991007810737
96.15219297133733,96.39295783568971,95.60465572452188,96.18722010804449
96.53586445160386,96.93369943356151,96.54657803071159,96.70481976830888
96.68998630506056,96.95917331115528,96.39233627550676,96.76214610677539
96.88453625685862,96.91149071573726,96.73110703491531,96.82493585196526
96.19463791945294,96.61536962504711,95.75968048910529,96.20098361944063
96.73951150301828,97.29037978331739,96.39423061805182,96.79155479899927
97.37734544894887,97.48231601731855,96.97544388850406,97.38334342317567
97.25965756694818,97.3388196333369,97.07110610642248,97.23470044224945
97.90168870749874,98.43210740699887,97.65483875919587,97.97020586104745
97.14846633101973,97.24105985900233,97.13969593941617,97.12742896528401
96.79787382595913,97.03245119942137,96.87809309271886,96.83555041289947
97.39015382675963,97.40875873739394,97.26565319765558,97.44448271814854
98.10176427876593,98.74026496467096,98.16691408104614,98.10019569360541
98.53855126086441,98.53889434071661,98.00356375504931,98.47697092876233
98.508879357335,98.63917098477764,98.29802479383237,98.48891161015455
98.05761539848675,98.30045168964615,98.10083366131568,98.05842732017173
98.1870758414229,98.38648615507036,97.9025134056696,98.18710554290604
97.83463754007954,98.279920471475,97.46632076275705,97.79907973333604
97.57561441796533,97.64289227842711,97.5037376649767,97.60757391082345
97.78930559031471,98.02075177716982,97.62564931665565,97.7307106358626
97.80702596340136,98.21667545470903,97.4806988188763,97.66692350320551
97.02987484686793,97.19481849932922,96.40461977722428,96.92120302483714
96.98556445807203,97.36210669810086,96.7924913363207,96.97243204677865
95.93451371831931,96.31028565587795,95.8166080158048,95.91806304857667
95.87239159738841,96.11313950053076,95.30047477647943,95.72071061645572
95.35094470819459,95.51209290008346,95.1003885532503,95.22840503110363
94.41603466512719,95.00469689784471,94.18574124535792,94.56849925529441
94.60697327051294,94.72682861319971,94.53490995200048,94.64677538058109
94.33398663622403,94.76941548789989,93.84974124936632,94.33191428515649
94.61559177931066,94.95955408629874,94.47947081998007,94.57806336224317
94.99211132912018,95.42882784687306,94.88038168278806,94.96838999465032
94.81246161475592,95.33405822758414,94.73278981139552,94.75810023164954
94.44580489274884,94.53926906451434,94.30344565872863,94.3834531004872
94.09398436832745,94.59044690981408,93.89875838890316,94.0250697954761
94.7916211211496,95.4005034666392,94.7231937871485,94.8355967242358
94.66616665731813,95.33241410485456,94.23996276584288,94.82098623287888
94.40396679758516,94.7197402892698,94.22862999498074,94.37767572715975
93.8184585233242,94.05729306003903,93.47393310258046,93.71878697046452
93.87419778960259,94.1527027442409,93.40726412675802,93.92872505295999
93.89629130919239,93.9207686124129,93.7776463543129,93.95138836030523
92.76525070849104,92.73926578721058,92.22300321624311,92.65081211050834
92.18177273851035,92.51841135053756,91.75109902714624,92.01827761781165
92.16572390948788,92.39828918371796,91.93878726608364,92.27024828488514
91.82577253048058,91.84527257915892,91.62184709230154,91.78791591926651
92.77235617080609,92.81123797219384,92.54196323695588,92.79801190815363
92.46811755213919,92.6981465096995,92.32040765051877,92.43847842838416
93.27887755055038,93.62931520199767,93.0864157205232,93.37659254402743
93.83885816573698,94.25264608202257,93.5107100126027,93.70891802409142
93.97209630266671,93.94414927035876,93.34038533546929,93.97458541101966
94.25344863085259,94.39466245747526,93.72697575312371,94.1987977092438
94.35136748487042,94.37483411433512,93.86888438481641,94.3344180750436
94.4248342972266,94.44207635007743,94.27664447638466,94.39777259112974
94.05586151529897,94.44881294109835,93.55849022986824,93.95158993664207
94.28500733843043,94.52701699525511,93.78722855834052,94.35275386414304
94.61147886505653,95.03190138714591,94.35354388131006,94.47048722523319
95.48921084416101,95.72131930333398,95.15177933693707,95.5481134268104
95.29017423734554,95.35490982822111,94.85282461325593,95.29799782440337
94.42010014390837,94.66678373498613,93.8295683045624,94.34136854587206
93.60287793882922,94.0910139798652,93.24728267638501,93.51800813330975
93.46350449495674,93.69805693021108,93.00121222990012,93.54188329766997
93.4429632729895,93.59433370648766,93.3449291925416,93.47864369148196
93.95617523870634,94.43552403239461,93.84119750728617,93.84119214606201
93.84285722645325,93.9194495586701,93.26120924473011,93.79984257621209
94.28187247519469,94.75172943734333,93.8504699640156,94.25011802586862
94.30153815221084,94.58376344143068,94.05410959147545,94.31064081170581
93.80805883608927,93.8778153488317,93.53020863900797,93.89373571717638
94.64607289385802,95.0125334358096,94.6806179641076,94.66957250183707
94.57406947283552,94.6056793158384,94.23803870758532,94.5985617988384
94.58970216827674,95.0470954229208,94.07751769774255,94.51220523716061
94.05117383209307,94.15933559206958,93.5614032812543,93.99668419198048
94.23686799677208,94.6093208943857,93.72053903690099,94.18146109762111
94.65553682052615,95.05947770104602,94.47748243097834,94.56101691863215
94.99739485926904,95.42582590195947,94.96642475818584,95.06151626305112
95.32580031363028,95.8180246067575,95.18743235303845,95.414315405238
95.1773097713145,95.6241379567938,94.92140708700556,95.29139215304586
95.75548460372286,96.08490769317791,95.47366189303294,95.70284529328774
96.4011702144687,96.96389739590879,95.85479308299189,96.49410390967337
95.38773981642072,95.4203257135196,94.9249331561748,95.38212993738223
95.48685097271022,96.00381621855983,95.07786057523897,95.4762406757046
95.51430868613991,95.6117591921615,95.02525936215025,95.62801446950662
95.45882012347244,95.57303012829323,95.25114531203647,95.39359803919771
94.729270076015,94.80606640440261,94.06067969789969,94.7219769397563
95.45333399730607,95.52278919441913,95.03983175495286,95.3697453615105
95.18543146349447,95.47899047694526,94.91140971452866,95.23972223702457
95.01600853778228,95.55504791488146,94.8054748639581,95.10746126683961
95.08181704775842,95.28001476369558,94.9923541506058,95.16767873188451
95.65500763242882,95.84854239317872,95.30435236712616,95.74420220878052
95.75684206030776,95.83567174145654,95.71506858951172,95.74252592948143
97.01596413445338,97.29718058604921,96.58424895776191,97.03796335956527
97.22188014210836,97.67337898229934,96.76397528285256,97.15704739649226
97.62987364713014,98.10386640899739,97.45742142554667,97.76456340245278
98.1495319782018,98.6322477250051,97.82534697816185,98.26092072215123
98.49453400989398,98.83768903644489,98.15501663998603,98.38432142549452
